id,genre_id,avg_rating,variance,total_ratings
1,4,4.291666666666667,0.6503623188405797,24
1,9,4.368421052631579,0.2456140350877193,19
1,10,4.1454545454545455,0.9784511784511785,55
1,19,4.571428571428571,0.35714285714285715,21
1,2,4.285714285714286,0.5714285714285714,7
1,14,4.466666666666667,0.5523809523809524,15
1,15,4.578947368421052,0.368421052631579,19
1,7,4.206896551724138,0.6699507389162561,29
1,8,4.75,0.3026315789473684,20
1,13,5.0,0.0,2
1,18,5.0,0.0,3
1,20,3.857142857142857,1.1428571428571428,7
1,5,4.444444444444445,0.7777777777777777,9
1,3,5.0,0.0,2
2,15,4.2,0.7,5
2,14,4.25,0.25,4
2,9,4.5,0.0,1
2,10,3.6666666666666665,0.875,9
2,11,3.75,0.4166666666666667,4
2,19,4.5,0.0,1
2,20,3.0,0.0,1
2,6,4.333333333333333,1.3333333333333333,3
2,2,3.5,0.0,1
3,15,0.5,0.0,6
3,19,0.5,0.0,5
3,14,0.5,0.0,2
3,10,4.142857142857143,2.7261904761904763,7
3,9,0.5,0.0,5
3,4,2.8333333333333335,4.333333333333334,3
3,7,4.25,1.2857142857142858,8
3,20,5.0,0.0,2
3,1,4.5,0.0,1
4,10,3.4857142857142858,1.9630252100840337,35
4,9,3.4081632653061225,1.8715986394557824,49
4,15,3.4901960784313726,1.3749019607843138,51
4,14,3.875,1.5054347826086956,24
4,4,3.3333333333333335,3.466666666666667,6
4,6,4.0,2.0,2
4,7,3.1,2.988888888888889,10
4,2,3.8,1.288888888888889,10
4,13,3.25,2.9166666666666665,4
4,8,4.5,0.2857142857142857,8
4,11,3.0,0.0,1
4,5,3.8,1.7,5
4,19,3.5714285714285716,3.285714285714286,7
4,17,4.0,0.0,1
4,18,3.5,0.5,2
4,20,4.0,0.0,1
5,4,3.6666666666666665,0.3333333333333333,3
5,10,3.5555555555555554,0.7777777777777777,9
5,15,4.111111111111111,0.611111111111111,9
5,9,3.25,0.7857142857142857,8
5,19,4.5,0.5,2
5,11,3.6666666666666665,1.3333333333333333,3
5,5,3.0,0.0,1
5,20,3.0,0.0,1
5,2,3.0,8.0,2
5,7,2.5,0.5,2
5,14,3.0,0.0,1
5,8,4.666666666666667,0.3333333333333333,3
6,4,3.3846153846153846,0.2564102564102564,13
6,9,3.5254237288135593,0.5295149035651666,59
6,14,3.2045454545454546,0.8176532769556025,44
6,10,3.5606060606060606,0.8655011655011655,66
6,3,3.6363636363636362,0.45454545454545453,11
6,15,3.6,0.5407407407407407,55
6,7,3.230769230769231,1.1923076923076923,13
6,19,3.6363636363636362,0.8545454545454545,11
6,5,2.75,1.5833333333333333,4
6,13,3.6,0.7999999999999999,5
6,11,4.666666666666667,0.3333333333333333,3
6,2,3.8181818181818183,0.9636363636363636,11
6,20,3.0,0.0,6
6,1,3.0,0.0,3
6,8,3.857142857142857,0.8095238095238095,7
6,18,4.0,2.0,2
6,17,2.0,0.0,1
7,4,4.090909090909091,1.1409090909090909,11
7,10,3.451219512195122,1.247560975609756,41
7,9,2.575,1.980921052631579,20
7,11,2.4545454545454546,2.1227272727272726,11
7,7,3.0681818181818183,2.1260822510822512,22
7,19,3.2916666666666665,2.202651515151515,12
7,8,4.0,0.6,6
7,20,5.0,0.0,1
7,15,3.423076923076923,1.1602564102564101,13
7,14,3.3636363636363638,1.4045454545454545,11
7,2,1.5,0.0,1
7,13,2.5,8.0,2
7,5,2.0,0.0,1
8,4,3.3333333333333335,0.3333333333333333,3
8,10,3.75,0.7333333333333333,16
8,9,3.4,0.48888888888888893,10
8,15,3.6,1.8,5
8,19,3.6666666666666665,1.3333333333333333,3
